call_id,O-A-overtalk-incidents,O-A-overtalk-ratio,O-C-overtalk-incidents,O-C-overtalk-ratio,O-overtalk-incidents,O-overtalk-ratio,S-A-intra-call-change-in-sentiment,S-A-sentiment,S-call-change-in-sentiment,S-call-sentiment,S-C-intra-call-change-in-sentiment,S-C-sentiment,TST-A-intra-call-change-in-pitch,TST-A-intra-call-change-in-relative-voice-volume-energy,TST-A-relative-voice-volume-energy,TST-A-voice-dynamism-std-dev-score,TST-C-intra-call-change-in-pitch,TST-C-intra-call-change-in-relative-voice-volume-energy,TST-C-relative-voice-volume-energy,TST-C-voice-dynamism-std-dev-score,TTR-A-average-streak,TTR-A-intra-call-change-in-talk-rate,TTR-A-longest-streak,TTR-A-median-streak,TTR-A-talk-rate,TTR-A-talk-ratio,TTR-A-to-C-talk-rate-ratio,TTR-average-streak,TTR-C-average-streak,TTR-C-intra-call-change-in-talk-rate,TTR-C-longest-streak,TTR-C-median-streak,TTR-C-talk-rate,TTR-C-talk-ratio,TTR-longest-streak,TTR-median-streak,TTR-silence-incidents,TTR-silence-ratio
2951,34,0.217378,48,0.317611,82,0.534989,0.813514,0.8,0.885587,0.781991,0.942724,0.769841,1.021781,1.166001,1.893376,4.445021,0.976195,0.630208,0.573731,4.275042,17.621,0.742381,46.634,16.099,168,0.623206,0.888889,17.5,17.017,1.018033,32.179,14.639,189,0.942867,46.634,16.099,0,0.054913
2982,15,0.138164,16,0.122546,31,0.26071,2.222222,0.714286,1.333333,0.758333,0.923077,0.807018,0.985182,1.206097,2.754427,8.317142,1.017687,1.201281,1.125728,6.092962,17.249,1.098979,40.253,12.023,198,0.777943,1.042105,9.999,7.21,0.935495,31.124,3.89,190,0.49376,40.253,7.241,0,0.04046
2987,43,0.131008,47,0.513074,90,0.644082,0.883721,0.908333,0.870764,0.911215,0.872368,0.914894,0.949289,0.665543,1.671767,5.781576,0.974757,0.724519,1.085087,8.303375,14.695,1.346491,54.276,5.506,209,0.925227,1.525547,16.165,16.899,1.03596,91.636,6.466,137,0.775012,91.636,6.45,1,0.080197
2996,14,0.208093,14,0.177675,28,0.385768,0.935223,0.878049,1.051316,0.887097,1.125541,0.891566,0.483776,0.985348,3.721862,9.283382,1.64695,0.81035,0.916908,5.036028,9.398,1.189744,40.906,3.575,195,0.431066,1.127168,12.521,31.256,1.099676,51.674,32.394,173,0.975811,51.674,3.9,0,0.051879
2999,17,0.438999,14,0.103699,31,0.542698,1.144231,0.792453,0.847093,0.787879,0.740741,0.78481,0.963787,0.927729,1.802715,5.886047,0.538684,0.978076,1.334297,6.738722,14.047,1.103772,42.186,9.416,224,0.735521,0.949153,18.22,23.911,1.187681,58.083,23.972,236,0.81744,58.083,15.482,0,0.016947
3001,5,0.100188,5,0.102888,10,0.203075,0.933333,0.786885,1.018182,0.813187,0.952381,0.866667,0.705707,1.270147,1.969152,5.646725,1.066282,0.894243,2.73532,10.03993,31.261,1.000878,108.673,15.342,185,0.822698,1.027778,20.933,12.67,0.96825,43.467,5.332,180,0.389721,108.673,10.1,0,0.043986
3008,21,0.363427,17,0.374721,38,0.738148,0.8,0.802469,0.822157,0.805755,0.835088,0.810345,1.076648,0.983733,1.866434,7.362032,1.011428,1.001686,0.967804,5.742106,43.841,0.895935,49.3,43.841,168,0.953005,0.893617,28.315,25.492,1.084607,114.448,15.784,188,0.819507,114.448,17.973,0,0.044483
3032,58,0.106928,63,0.369698,121,0.476626,0.695632,0.929577,0.735764,0.935223,0.856481,0.933333,0.994554,1.087797,1.621885,6.139879,0.96613,1.029121,1.471147,6.727151,30.252,1.116056,45.751,42.186,197,0.950738,1.094444,20.072,17.723,0.867034,42.523,18.392,180,0.549235,45.751,19.326,1,0.046697
3040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.32,0.32,0,0
3064,14,0.431717,11,0.381542,25,0.813259,0.864989,0.857143,0.898529,0.819444,0.687831,0.776119,0.97327,1.414588,1.894193,7.66401,1.020994,1.079598,0.743722,4.171166,69.899,1.068846,88.108,69.834,193,0.959496,0.873303,62.788,57.454,1.264404,162.978,32.264,221,0.865111,162.978,51.755,0,0.013762
3077,9,0.168077,11,0.519565,20,0.687642,0.740741,0.858974,0.842105,0.86087,0.926316,0.864865,0.554415,1.42369,1.357344,4.354545,0.943334,1.240977,2.663368,9.236356,16.354,1.03913,30.278,17.724,197,0.933645,0.800813,29.53,39.412,1.201863,92.471,32.305,246,0.756137,92.471,20.241,0,0.003102
3079,12,0.345721,11,0.099421,23,0.445141,1.176471,0.854545,0.959248,0.827273,0.871972,0.8,1.237247,2.413775,3.030642,10.48884,1.127204,0.92557,1.729121,8.899464,21.84,1.2199,66.017,12.747,143,0.897454,0.690821,17.228,14.745,0.757576,115.112,2,207,0.562216,115.112,8.748,0,0.031607
3084,21,0.206272,27,0.23749,48,0.443762,0.764706,0.849057,0.733333,0.853659,0.63,0.857143,0.938486,0.967084,1.49636,3.740356,1.052083,0.866483,0.954204,6.357024,10.682,0.890508,26.67,11.832,175,0.621891,1.107595,16.625,24.945,1.066541,61.164,24.901,158,0.847091,61.164,13.55,0,0.053776
3090,0,0,0,0,0,0,0,0,0,0.994536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,2.62,2.62,0,0
3092,25,0.32279,26,0.258823,51,0.581612,0.816667,0.777778,1.029557,0.79085,1.13852,0.787879,1.041067,1.120756,2.166579,6.28412,0.57059,1.246804,0.665064,4.259918,24.54,1.177029,53.012,16.581,145,0.663675,0.90625,23.45,16.911,1.211411,29.342,16.911,160,0.931163,53.012,16.581,0,0.022234
3107,4,0.028755,11,0.064964,15,0.093719,0.802083,0.736842,0.852632,0.73913,0.969697,0.709677,0.942464,1.100357,2.966399,7.928974,1.000004,1.291501,0.883483,5.970671,25.932,1.121181,102.291,8.898,136,0.734052,0.657005,16.632,9.658,1.193263,42.454,5.449,207,0.363399,102.291,6.63,0,0.038305
3170,5,0.086796,5,0.293373,10,0.380169,1.75,0.826087,1.178571,0.693878,0.8,0.576923,1.210848,1.488132,3.98972,11.1885,1.092275,1.64443,0.583216,4.480219,7.233,1.002817,13.045,6.68,192,0.533404,1.043478,13.937,27.345,0.932741,35.667,33.63,184,0.858424,35.667,7.957,0,0.029755
3172,0,0,3,0.004677,3,0.004677,0,0.75,1.011111,0.833333,0,0.944444,0,0,1.89763,5.552911,1.101191,1.122597,1.702314,7.895073,177.512,99999999,177.512,177.512,128,0.593441,0.825806,49.587,24.001,0.954769,103.987,0.85,155,0.411358,177.512,7.735,0,0.025478
3177,5,0.173835,10,0.708965,15,0.882801,0,0.791667,1.506494,0.822222,0,0.857143,0.446591,1.43544,2.092391,10.38379,1.055041,1.657729,1.39202,8.323286,138.768,0.747114,267.504,138.768,223,0.970169,1.476821,58.975,5.779,0.534356,12.547,2.47,151,0.931781,267.504,10.033,0,0.021231
3180,1,0.004515,2,0.019745,3,0.024261,0.888889,0.727273,1.090909,0.87234,1.2,0.944444,1.088819,0.927997,1.435075,3.980554,1.06941,0.71982,2.022327,9.578171,15.237,0.83774,38.895,9.79,173,0.329029,0.940217,24.574,33.911,1.044111,53.304,30.784,184,0.696306,53.304,26.221,0,0.042378
3192,10,0.397161,8,0.296994,18,0.694154,0.875,0.808511,0.920455,0.853933,1.133333,0.904762,0.903526,1.396848,0.931432,5.311099,1.027971,1.375714,1.83476,8.414443,22.852,1.750343,40.83,18.209,192,0.949581,0.768,25.106,26.394,0.859775,77.091,15.495,250,0.747237,77.091,16.109,0,0.003823
3195,8,0.591496,3,0.049063,11,0.64056,1.011905,0.837838,0.977733,0.815789,1.2,0.794872,0.908892,0.216908,1.642087,9.067199,0.918591,1.825158,1.418971,7.440728,45.042,1.161756,92.711,25.865,155,0.946538,0.786802,26.242,18.185,1.029818,53.919,7.42,197,0.699868,92.711,14.62,0,0.009044
3196,37,0.232764,36,0.170643,73,0.403407,0.729787,0.873239,0.834184,0.850575,0.915033,0.834951,1.037056,0.957471,1.640752,4.878164,0.748024,1.943778,0.790756,5.370953,10.705,0.28733,28.585,6.038,125,0.487217,0.589623,11.011,12.437,0.937713,20.722,14.56,212,0.951175,28.585,7.074,0,0.079572
3200,16,0.661064,26,0.175938,42,0.837002,0.885417,0.913793,0.950888,0.854015,1.038462,0.810127,0.833414,2.249596,2.09731,7.947129,1.43309,1.30984,1.134254,7.689412,44.537,0.457447,161.762,12.461,200,0.87319,0.735294,38.99,5.71,1.015431,5.71,5.71,272,0.971115,161.762,10.323,0,0.00865
3262,11,0.421322,10,0.2729,21,0.694221,0.75,0.925,0.952,0.91954,1.181818,0.914894,1.049995,0.861169,1.655125,6.029089,1.004457,0.654484,0.904476,7.413357,32.25,0.620303,64.894,34.208,246,0.76031,1.236181,27.719,11.86,0.98469,21.18,11.86,199,0.955015,64.894,21.18,1,0.029503
3270,5,0.110755,2,0.080736,7,0.191491,0.75,0.923077,0.839161,0.842105,0.777778,0.8,1.075871,0.92649,1.9645,4.188014,0.917801,0.92303,0.83862,3.637201,13.336,1.303184,53.953,7.282,121,0.417808,0.711765,18.356,25.384,1.171289,47.331,33.286,170,0.779308,53.953,8.346,0,0.02854
3275,8,0.177357,10,0.078539,18,0.255896,1.159091,0.808511,1.300905,0.818182,1.333333,0.833333,0.973289,0.751248,1.452048,4.056365,1.096313,1.864511,1.062913,6.648053,17.894,1.023453,35.23,12.852,210,0.817888,1.346154,11.525,6.976,0.917627,15.441,7.024,156,0.455373,35.23,9.255,0,0.063549
3279,7,0.153294,4,0.020249,11,0.173543,0.666667,0.8,1.041322,0.826923,1.260417,0.84375,0.934039,0.990935,2.716675,8.817273,0.893431,1.259231,0.965649,6.040508,17.889,1.451076,50.613,13.325,162,0.534555,0.870968,16.741,15.848,0.915101,56.593,9.432,186,0.646488,56.593,10.234,0,0.041427
3297,16,0.2948,20,0.502972,36,0.797773,0.823529,0.816327,0.840934,0.8,0.777778,0.785714,0.533274,1.070768,2.494671,8.07113,0.511931,1.185512,1.129991,9.582705,53.884,1.606061,87.108,53.884,177,0.903335,1.246479,76.234,98.585,0.633939,192.22,98.585,142,0.916909,192.22,53.884,0,0.027397
3299,4,0.022009,5,0.113669,9,0.135678,0.907407,0.771429,0.975,0.835616,1.057692,0.894737,0.978984,1.075286,3.204745,10.57201,0.965067,1.741231,0.631596,3.956104,24.621,1.036206,69.012,10.961,203,0.577836,0.990244,21.437,19.049,0.847633,78.983,2.925,205,0.559416,78.983,6.891,0,0.011466
3307,13,0.121811,14,0.244439,27,0.36625,0.971429,0.866667,0.98852,0.845238,1.005128,0.833333,1.006062,0.542992,2.52199,6.985362,0.983224,1.186515,0.955806,5.664246,10.98,0.736264,31.387,7.372,211,0.425929,1.286585,11.173,13.491,1.009499,13.491,13.491,164,0.955386,31.387,8.573,0,0.039506
3309,15,0.432103,16,0.293256,31,0.725359,1.021429,0.904762,1.016746,0.870968,0.947917,0.843137,0.954484,1.029544,2.742029,8.193833,0.981928,1.002655,0.937455,7.774647,21.676,0.523202,74.543,17.36,183,0.830672,0.989189,24.633,29.808,0.887558,63.356,26.933,185,0.953556,74.543,20.893,0,0.075065
3312,12,0.251016,11,0.287268,23,0.538284,0.824176,0.823529,0.824684,0.755814,0.825397,0.692308,0.965197,1.167788,2.47531,7.341945,1.037059,0.660838,1.123595,6.397195,16.942,0.841333,31.657,16.641,168,0.618441,0.913043,16.271,12.578,0.926717,20.515,12.578,184,0.929928,31.657,16.641,0,0.01839
3328,7,0.130976,6,0.077029,13,0.208005,1.083333,0.805556,1.071429,0.84507,1.166667,0.885714,0.465096,1.937109,2.165766,7.030011,0.985387,0.529935,1.817053,8.773806,20.546,1.02789,49.923,18.96,131,0.871216,0.59276,10.994,6.536,1.623942,24.052,3.83,221,0.346932,49.923,5.507,0,0.046495
3332,12,0.116248,15,0.1691,27,0.285348,0.784314,0.727273,0.827586,0.792683,0.886364,0.868421,1.173788,0.5807,1.738613,6.374009,0.956448,1.049391,1.430127,8.044171,12.552,0.738278,35.838,11.025,172,0.750995,1.005848,11.58,10.833,0.824878,24.334,10.482,171,0.546131,35.838,10.482,0,0.039637
3336,20,0.25044,24,0.566002,44,0.816442,1.065263,0.84375,1.052763,0.871429,0.981405,0.881579,1.08577,0.882575,0.991799,3.850117,1.17654,1.344365,1.203828,9.191828,96.045,0.298643,225.985,55.711,189,0.914763,0.979275,72.722,2.75,1.283058,2.75,2.75,193,0.946441,225.985,31.076,0,0.051976
3360,9,0.186747,9,0.089712,18,0.276459,1.083333,0.971429,1.105263,0.953846,1.142857,0.933333,1.133103,0.523007,1.460966,6.217981,0.993857,0.978315,0.514584,3.10865,20.107,1.190598,56.147,11.046,141,0.874072,0.787709,16.431,12.142,1.084974,36.672,7.258,179,0.424772,56.147,10.34,1,0.074908
3370,17,0.135378,11,0.114384,28,0.249761,1.197861,0.844444,1.095137,0.841121,0.919192,0.822581,1.022106,0.975473,1.696209,4.083307,1.010153,1.045673,1.528441,9.148066,5.965,1.208446,22.908,4.479,207,0.441276,1.089474,8.082,12.316,0.880955,45.286,10.206,190,0.840246,45.286,6.103,0,0.112818
3387,40,0.189665,27,0.168021,67,0.357686,1.22449,0.922078,1.106534,0.924242,1.045752,0.945455,1.016215,1.618817,2.16698,6.638241,0.928964,1.060893,1.224206,5.903873,23.921,1.094425,35.163,23.921,143,0.975977,0.752632,13.033,10.855,1.327652,31.314,7.126,190,0.406505,35.163,9.919,1,0.064829
3409,9,0.029026,1,0.009457,10,0.038483,1,0.6875,1.168831,0.774194,1.3125,0.866667,0.989443,2.087131,1.269527,4.758534,1.049769,0.780629,0.557655,3.819755,7.48,0.993081,31.371,5.116,218,0.484138,1.379747,9.2,11.608,1.011288,25.437,10.933,158,0.559012,31.371,6.361,0,0.108164
3413,9,0.160726,7,0.670096,16,0.830822,0.581818,0.76087,0.770857,0.792079,1.079365,0.818182,0.990609,0.810302,1.658763,4.707514,1.050249,1.703147,0.790228,8.262887,37.41,0.879016,64.552,38.741,135,0.871292,0.652174,32.989,2.04,0.94191,2.04,2.04,207,0.968279,64.552,36.645,0,0.010421
3417,100,0.270896,52,0.177193,152,0.448089,0.941558,0.937063,0.913255,0.954545,1.012048,0.975207,1.117926,1.465514,1.417854,6.169939,0.9812,0.861952,0.979012,5.250593,22.868,0.699909,40.705,22.136,171,0.895502,0.850746,13.969,9.52,0.9,36.775,7.17,201,0.61054,40.705,9.944,1,0.114523
3439,8,0.819028,4,0.042242,12,0.861269,0.666667,0.68,1.172549,0.77907,0.888889,0.819672,0.852937,0.723182,3.042255,11.53515,0.933704,1.011171,1.592542,7.618767,58.626,0,85.53,69.117,120,0.919376,0.545455,44.572,2.41,1.15621,2.41,2.41,220,0.968825,85.53,45.175,0,0.030321
3479,10,0.473044,6,0.356875,16,0.829919,1.25,0.705882,0.945455,0.75,1.008403,0.780488,2.013078,0.994161,1.559569,7.684243,1.085742,1.894731,0.667031,3.965739,44.309,1.095282,74.169,44.309,172,0.963689,0.688,41.418,40.261,0.939394,75.235,48.011,250,0.883752,75.235,48.011,0,0.020677
3502,6,0.040799,22,0.413533,28,0.454333,0.769231,0.692308,0.933333,0.78481,1.071429,0.875,0.96636,1.119462,2.139531,7.476745,1.068515,1.281058,1.072799,7.935595,6.994,1.118974,19.648,4.16,171,0.740828,1.017857,10.081,12.756,0.869706,39.88,10.47,168,0.791026,39.88,6.841,2,0.145756
3532,14,0.494722,10,0.341105,24,0.835827,0.993056,0.714286,1.014706,0.707865,1.031746,0.702128,1.937042,1.169089,2.59057,10.22801,1.009675,1.891306,0.586224,5.122468,52.072,0.666045,97.39,54.778,132,0.903753,0.985075,49.734,45.06,2.532066,86.94,45.06,134,0.968012,97.39,54.778,0,0.041224
3541,25,0.508103,8,0.098129,33,0.606232,0.957265,0.864865,0.948148,0.851852,0.897959,0.840909,1.04185,0.657222,0.911371,4.508805,0.879767,1.237991,0.784165,5.876774,13.575,0.595985,42.264,8.527,132,0.752296,0.830189,12.096,9.136,0.687895,24.051,7.565,159,0.918255,42.264,7.723,1,0.095919
3561,5,0.020922,7,0.014929,12,0.035851,0.5,0.703704,0.908088,0.788462,1.222222,0.88,0.942152,1.083947,1.88634,5.531231,1.083485,0.956921,0.706133,4.065192,13.656,1.271691,58.522,5.5,172,0.583064,0.99422,13.23,12.718,0.778057,52.445,4.696,173,0.453025,58.522,5.04,0,0.073073
3568,6,0.074576,13,0.139286,19,0.213862,0.77,0.853659,0.825,0.842105,0.864286,0.828571,0.952903,0.663585,1.648892,5.734411,1.094704,0.987232,0.500177,3.243229,6.879,1.270347,15.939,4.951,178,0.501778,1.10559,8.418,9.669,0.950521,26.043,9.852,161,0.741589,26.043,6.417,1,0.121236
3589,14,0.131073,15,0.261575,29,0.392648,1.214286,0.854839,1.029412,0.831683,0.944056,0.846154,2.111318,1.673566,3.215828,11.49067,0.944399,1.103444,1.904011,8.596919,16.771,0.817364,63.171,6.075,189,0.849546,1.111765,10.978,8.909,0.675153,21.412,5.872,170,0.564022,63.171,6.075,0,0.050582
3601,11,0.125683,14,0.161852,25,0.287535,1.276786,0.688889,1.5,0.726027,2,0.785714,0.927785,1.065628,1.566287,6.701262,1.01608,0.736525,1.157558,4.532728,23.897,1.14276,36.608,32.271,161,0.92369,0.856383,8.096,5.134,2.008047,16.262,4.61,188,0.377062,36.608,5.06,0,0.043946
3623,12,0.218271,21,0.62367,33,0.841941,0.871111,0.871795,0.954545,0.86755,1.0301,0.863014,0.89982,1.460837,1.22158,5.530687,0.795619,1.377039,0.659866,6.066485,84.228,0.963385,129.259,121.4,199,0.96024,1.507576,42.231,10.732,3.144672,21.7,9.485,132,0.91751,129.259,15.838,0,0.040796
3647,8,0.330574,7,0.148944,15,0.479517,0.892857,0.794118,0.678788,0.689189,1.103896,0.575,1.108276,2.217384,1.887066,7.410218,0.917303,2.197873,1.116151,5.810353,16.442,0.875519,45.443,12.723,212,0.590375,1.358974,24.938,33.434,0.651671,58.472,36.148,156,0.886523,58.472,23.428,0,0.008219
3670,4,0.250711,11,0.368643,15,0.619354,1.041667,0.839286,1.071429,0.843373,1.111111,0.851852,0.899443,1.185979,1.347201,5.355819,0.871705,1.568109,0.721371,4.55569,4.791,1.168426,4.791,4.791,228,0.973576,1.169231,16.547,17.615,1.907271,42.689,15.367,195,0.657,42.689,11.754,0,0.017795
3673,14,0.12871,12,0.118527,26,0.247237,0.885417,0.893617,0.94518,0.878049,1.028571,0.857143,0.969698,0.792016,1.920622,6.481829,2.653121,0.770057,0.958141,4.643129,14.373,0.971052,44.401,9.615,199,0.750664,0.934272,11.684,9.668,1.303039,26.669,6.719,213,0.513829,44.401,6.91,0,0.065243
3675,7,0.024664,4,0.024798,11,0.049462,0.85,0.9375,0.996429,0.891566,1.230769,0.857143,1.043819,0.968597,1.940991,7.389205,1.192843,1.053392,1.533366,7.641335,19.412,1.100206,47.775,16.713,164,0.768121,1.051282,9.332,4.292,0.816733,30.929,1.31,156,0.281576,47.775,2.594,0,0.104022
3677,7,0.190554,5,0.141584,12,0.332139,1.2,0.733333,1.227273,0.775862,1.444444,0.813953,0.936339,0.583202,2.752039,7.258563,0.944015,1.548242,0.984849,5.625266,17.936,0,61.624,8.972,122,0.354472,0.797386,15.693,2.24,1.275009,2.24,2.24,153,0.988593,61.624,8.371,0,0.031851
3689,6,0.029729,5,0.08456,11,0.114288,1.111111,0.606061,0.919118,0.68254,0.666667,0.766667,0.99449,1.197497,2.982611,10.57576,0.927515,1.171932,1.337428,6.055524,9.074,1.034468,31.985,3.42,209,0.565462,0.972093,9.894,10.782,0.735323,32.875,4.97,215,0.549971,32.875,3.911,0,0.065675
3692,5,0.051648,2,0.067069,7,0.118717,0.923077,0.794118,1.239669,0.816327,1.285714,0.866667,1.075354,1.155115,1.584768,6.071726,0.873455,0.899042,2.188795,9.237218,23.672,1.22302,119.519,7.13,169,0.789898,1.432203,17.951,9.371,1.93037,34.244,3.23,118,0.335813,119.519,3.98,0,0.055634
3705,12,0.179375,14,0.342979,26,0.522354,0.625,0.84127,0.786555,0.838095,0.9375,0.833333,2.314954,0.915893,1.717616,6.748925,1.001579,1.068015,0.708985,4.20094,26.947,0.962779,58.287,16.351,186,0.880286,0.869159,17.519,13.234,0.790445,60.948,8.072,214,0.650282,60.948,10.863,0,0.015482
3717,14,0.311103,21,0.28514,35,0.596243,1.002857,0.90625,0.876061,0.82243,0.852071,0.697674,1.048374,1.75391,1.136597,6.307178,0.970628,1.272563,0.905564,4.944897,2.12,0.921839,2.12,2.12,174,0.939446,0.84878,16.129,17.296,0.837817,60.462,15.419,205,0.677698,60.462,14.649,0,0.043166
3721,11,0.114141,5,0.045721,16,0.159863,0.7,0.833333,1.047619,0.833333,1.222222,0.833333,1.044591,0.920192,1.215875,2.610997,0.97109,1.06258,0.629094,3.591688,4.371,0.613726,13.963,3.096,184,0.315308,0.948454,6.946,11.523,1.191923,36.293,6.822,194,0.861853,36.293,4.291,1,0.097641
3724,12,0.308358,13,0.260697,25,0.569055,1.155556,0.682927,1.061538,0.657534,1.060606,0.59375,1.066363,1.095823,1.674658,6.077363,1.008652,1.051768,1.607743,6.51751,19.741,1.076624,19.741,19.741,182,0.966654,0.938144,17.402,17.189,2.614286,36.835,14.202,194,0.625997,36.835,16.567,0,0.039815
3739,9,0.313854,11,0.359677,20,0.673531,1.090909,0.787879,1.067449,0.782051,0.954545,0.777778,0.916775,0.815014,2.717825,6.075807,0.928195,0.708398,0.954838,7.805409,30.225,0.9,49.842,37.373,189,0.723487,1.021622,24.835,5.97,0.984011,8.01,5.97,185,0.957257,49.842,23.065,0,0.010597
3751,18,0.248397,21,0.084446,39,0.332843,1.071429,0.934783,1.084011,0.918182,1.035197,0.90625,1.021264,0.616592,1.729582,7.264121,1.116026,1.142402,0.843958,5.380164,11.764,1.307059,33.449,9.282,181,0.615539,0.947644,9.708,7.336,0.852964,22.324,6.131,191,0.738975,33.449,7.114,0,0.061129
3781,27,0.325296,21,0.124657,48,0.449953,0.785714,0.864198,0.81133,0.88189,0.75,0.913043,1.4096,1.426167,1.706133,6.736156,0.985711,0.995166,1.601404,7.34031,23.87,1.335157,41.886,24.371,182,0.94048,0.816143,18.411,15.984,0.742734,76.589,2.602,223,0.537842,76.589,4.851,0,0.059309
3782,13,0.264185,8,0.061382,21,0.325566,0.785714,0.8125,0.959079,0.875,1.098039,0.916667,0.995647,1.392974,2.391115,9.244638,0.937754,1.122981,1.373369,7.096416,10.67,0.881401,48.548,4.822,170,0.557166,0.776256,11.588,13.309,1.169774,36.526,9.513,219,0.787872,48.548,6.303,0,0.056434
3786,6,0.062316,10,0.080207,16,0.142523,0.648148,0.758621,0.794118,0.784314,0.942857,0.818182,0.964323,1.185382,1.492866,5.604987,0.93667,1.614213,0.861499,6.512205,18.522,1.103536,57.157,17.276,148,0.748474,0.87574,12.155,6.85,1.195276,24.514,5.096,169,0.402717,57.157,6.682,0,0.057331
3789,14,0.378165,22,0.346906,36,0.725071,0.866873,0.84375,0.947143,0.88189,1.002778,0.920635,1.193061,0.526507,1.430661,7.463814,0.841858,1.445804,0.849229,5.091161,44.197,1.395353,77.664,44.197,195,0.921127,1.015625,28.144,24.131,1.797754,71.68,16.863,192,0.836918,77.664,16.863,0,0.043499
3800,23,0.255506,12,0.230667,35,0.486172,0.72314,0.830508,0.871795,0.841121,0.98913,0.854167,1.034859,1.46133,2.505018,7.920489,1.023264,1.247805,0.951621,4.877283,21.465,0.938026,32.496,20.253,182,0.882181,0.784483,15.076,12.414,0.588626,28.123,11.825,232,0.625405,32.496,16.301,0,0.042188
3805,14,0.597681,10,0.107713,24,0.705394,0.765306,0.761905,0.851852,0.775281,0.841837,0.808511,1.086783,0.797966,1.141735,4.924849,1.042797,1.025332,1.179684,5.466141,67.967,1.126419,148.178,42.784,191,0.912124,0.900943,39.451,18.064,1.130703,44.447,12.759,212,0.806631,148.178,13.258,0,0.018589
3813,4,0.00602,5,0.17924,9,0.18526,0.879121,0.878788,0.789474,0.843137,0.75,0.777778,1.014747,0.67283,3.191507,7.272979,0.90859,1.3961,0.989597,5.518927,14.387,1.149076,51.311,7.878,186,0.640463,1.050847,15.864,17.524,1.038971,47.085,10.409,177,0.545515,51.311,8.417,0,0.026372
3821,15,0.322649,10,0.275416,25,0.598065,1.038889,0.84058,1.066917,0.842105,1.070588,0.844444,1.122624,0.882863,1.839796,6.330107,0.949031,0.649371,1.633066,9.786095,40.785,1.147298,55.856,52.405,238,0.944531,1.086758,23.184,16.584,1.766663,44.267,17.536,219,0.679221,55.856,19.77,0,0.049153
3830,16,0.181015,18,0.581166,34,0.762182,0.850202,0.857143,0.86546,0.866667,0.853333,0.88,1.020049,1.423156,2.743209,11.21265,1.036766,1.440255,1.419356,8.583648,31.158,1.208595,81.989,9.3,204,0.930093,1.714286,26.89,25.061,0.933892,85.365,12.622,119,0.860083,85.365,10.961,0,0.035428
3848,6,0.114898,10,0.351719,16,0.466617,1.125,0.88,0.938735,0.88,1.066667,0.88,1.018453,0.682839,4.056706,8.480312,0.915743,2.904211,0.882159,6.542629,21.339,0,37.734,23,156,0.515088,0.843243,27.912,44.344,0.980652,78.969,44.344,185,0.975746,78.969,23,0,0.049339
3851,2,0.000922,8,0.087363,10,0.088285,1.458333,0.695652,1.390909,0.745455,1,1,0.993191,0.486837,1.143815,5.335662,1.595556,0.845503,0.881854,2.771004,40.441,1.334917,60.154,40.441,169,0.99988,1.03681,10.964,3.595,0.58848,9.951,0.94,163,0.092319,60.154,3.661,1,0.042452
3854,11,0.29692,11,0.269882,22,0.566803,0.7,0.835616,0.730769,0.786885,0.611111,0.714286,0.840708,1.539923,1.495143,6.250523,1.017953,1.295868,1.361219,6.086002,71.98,0.737549,96.946,71.98,124,0.966287,0.541485,23.262,12.436,1.089961,43.54,6.51,229,0.629508,96.946,10.311,0,0.048662
3855,12,0.107359,11,0.112029,23,0.219388,1.2,0.710526,1.339744,0.732394,1.636364,0.727273,0.9542,1.114523,1.983429,6.708443,0.96901,0.876766,1.39366,6.599007,12.358,0.971859,30.951,8.518,197,0.707446,0.907834,11.614,10.871,1.127842,41.876,6.606,217,0.51953,41.876,7.962,1,0.033428
3881,7,0.128698,16,0.371138,23,0.499836,0.942857,0.888889,0.895062,0.869565,0.86631,0.857143,1.041837,1.130914,4.607001,8.919685,0.985601,1.071961,1.66915,11.58552,18.106,1.364407,30.235,22.712,207,0.563322,1.162921,20.882,31.985,0.979029,57.681,31.985,178,0.971533,57.681,22.712,0,0.065473
3894,10,0.053091,10,0.193024,20,0.246115,0.692308,0.813953,0.859649,0.8125,1.066667,0.809524,1.059023,1.532117,1.930694,5.530593,1.09626,1.126985,1.001081,4.410982,18.208,1.17723,43.311,12.417,197,0.71796,1.082418,15.262,12.61,1.026263,27.556,12.698,182,0.528177,43.311,12.417,0,0.010306
3906,1,0.004574,2,0.037956,3,0.042531,0.654545,0.681818,0.993056,0.675,1.75,0.666667,0.331889,0.940912,4.066339,8.927196,1.01963,1.384887,1.058867,6.017815,16.032,1.309803,31.832,13.453,159,0.568147,0.873626,15.711,15.31,1.476055,31.671,15.806,182,0.477252,31.832,14.348,0,0.06319
3932,11,0.259941,23,0.310353,34,0.570293,0.934641,0.844444,0.960784,0.878505,1,0.903226,1.041768,0.469428,2.136298,8.215371,0.950668,0.678818,0.658825,5.702467,21.557,1.352243,78.328,12.452,167,0.808624,0.883598,13.51,8.39,1.064122,38.164,4.231,189,0.820727,78.328,6.817,0,0.093839
